: 1508199806:0;python -v
: 1567621950:0;yarn dev
: 1567621963:0;jest backend/test/routes/savedSearchPeople.js
: 1567623981:0;yarn dev
: 1567626487:0;jest backend/test/routes/savedSearchPeople.js
: 1567628097:0;git add -A
: 1567628125:0;git commit -n -m 'add GET tests'
: 1567628127:0;git push
: 1567628135:0;yarn dev
: 1567628279:0;git co dean/build-people-saved-search 
: 1567628290:0;git pull origin dean/build-people-saved-search
: 1567628408:0;yarn dev
: 1567628462:0;cd ..
: 1567628473:0;cd swagger
: 1567628482:0;cd thinkempire/swagger
: 1567628498:0;code .
: 1567628544:0;git co master
: 1567628546:0;git pull
: 1567628556:0;yarn dev
: 1567628572:0;yarn watch
: 1567628705:0;git co -b dean/add-saved-search-people-routes
: 1567628713:0;yarn watch
: 1567628811:0;yarn dev
: 1567635053:0;git add -A
: 1567635071:0;git commit -n -m 'add saved search for people'
: 1567635075:0;git push
: 1567635307:0;git co master
: 1567635310:0;git pull
: 1567635338:0;yarn watch
: 1567694655:0;cd thinkempire
: 1567694659:0;cd ..
: 1567694672:0;cd frontend
: 1567694686:0;code .
: 1567694747:0;cd ..
: 1567694751:0;cd backend
: 1567694756:0;yarn dev
: 1567695434:0;git co -b dean/refactor-and-fix-saved-search-people-fe
: 1567695446:0;yarn dev
: 1567699340:0;git add -A
: 1567699384:0;git commit -n -m 'fix & refactor headerlists'
: 1567699390:0;yarn dev
: 1567699610:0;git co team/lists-messenger-refactor-part-1 
: 1567699645:0;git log --pretty=format: "%h - %an, %ar : %s"
: 1567699660:0;git log --pretty=format:"%h - %an, %ar : %s"
: 1567699766:0;git log --pretty="%h - %s" --author='deanban'
: 1567700202:0;git log --pretty="%h - %s" --author='deanban' > deanGitLog.txt
: 1567700205:0;cd
: 1567700224:0;cd Development/thinkempire/appterminal/backend
: 1567700226:0;ls
: 1567700309:0;mv ~/Development/thinkempire/appterminal/backend/deanGitLog.txt ~/Desktop
: 1567700311:0;ls
: 1567700361:0;git log --pretty="%h - %s" --author='Prasenjit D Banik' > deanGitLog2.txt
: 1567700388:0;mv ~/Development/thinkempire/appterminal/backend/deanGitLog2.txt ~/Desktop
: 1567700390:0;ls
: 1567702476:0;git co dean/build-people-saved-search 
: 1567702492:0;git co dean/refactor-and-fix-saved-search-people-fe 
: 1567702496:0;yarn dev
: 1567715036:0;git add -A
: 1567715056:0;git commit -n -m 'fix & refactor SavedSearchesPeople'
: 1567715087:0;git push
: 1567715093:0;yarn dev
: 1567715248:0;git co dean/build-people-saved-search 
: 1567715254:0;git pull origin dean/build-people-saved-search
: 1567715263:0;yarn dev
: 1567715365:0;git co -b dean/fix-share-edit-archive-on-SavedSearchesPeople
: 1567715368:0;yarn dev
: 1567722531:0;git add -A
: 1567722564:0;git commit -n -m 'separate and fix saved search people sagas'
: 1567722569:0;yarn dev
: 1567724375:0;git add -A
: 1567724412:0;git commit -n -m 'fix and refactor actions'
: 1567724416:0;git push
: 1567781419:0;cd frontend
: 1567781422:0;cd ..
: 1567781425:0;cd frontend
: 1567781430:0;code .
: 1567781436:0;cd ..
: 1567781440:0;cd backend
: 1567781470:0;yarn dev
: 1567784216:0;git add -A
: 1567784236:0;git commit -n -m 'fix redux action bugs'
: 1567784241:0;git push
: 1567784247:0;yarn dev
: 1567796306:0;git add -A
: 1567796348:0;git commit -n -m 'build share and editTitle functionality'
: 1567796350:0;git push
: 1567796483:0;git co dean/build-people-saved-search 
: 1567796487:0;git pull origin dean/build-people-saved-search
: 1567796537:0;git co -b dean/fix-archive-restore-on-savedSearchesPeople 
: 1567796541:0;yarn dev
: 1567799682:0;git add -A
: 1567799703:0;git commit -n -m 'build archive and restore on savedSearchPeople'
: 1567799707:0;git push
: 1567799723:0;yarn dev
: 1567799915:0;git add -A
: 1567799944:0;git commit -n -m 'increase time out on popover'
: 1567799947:0;git push
: 1567800032:0;git co dean
: 1567800035:0;git co dean/build-people-saved-search 
: 1567800039:0;git pull origin dean/build-people-saved-search
: 1567800045:0;yarn dev
: 1567801967:0;git co dean/fix-advanced-search-people
: 1567801980:0;git co -b dean/fix-advanced-search-people
: 1567801987:0;yarn dev
: 1568040271:0;cd backend
: 1568040275:0;cd ..
: 1568040279:0;yarn dev
: 1568040426:0;cd Development/thinkempire/appterminal/frontend
: 1568040430:0;code .
: 1568040446:0;code
: 1568040467:0;cd ..
: 1568040473:0;code .
: 1568053489:0;git add -A
: 1568053524:0;git commit -n -m 'more actions separated and created'
: 1568053531:0;git push
: 1568053576:0;git co dean/build-people-saved-search 
: 1568053581:0;git pull origin dean/build-people-saved-search
: 1568053606:0;git co dean/fix-advanced-search-people
: 1568053665:0;git co dean/build-people-saved-search 
: 1568053755:0;git pull origin dean/build-people-saved-search
: 1568053771:0;yarn dev
: 1568055773:0;git add -A
: 1568055795:0;git commit -n -m 'waiting on camila and umaie'
: 1568055800:0;git push
: 1568055853:0;git log --pretty="%h - %s" --author='Prasenjit D Banik' > savedSearch.txt
: 1568055867:0;git log --pretty="%h - %s" --author='deanban' > savedSearch2.txt
: 1568055906:0;ls |grep saved
: 1568055945:0;mv ~/Development/thinkempire/appterminal/backend/savedSearch.txt ~/Desktop
: 1568055974:0;mv ~/Development/thinkempire/appterminal/frontend//savedSearch.txt ~/Desktop
: 1568055999:0;mv ~/Development/thinkempire/appterminal/savedSearch.txt ~/Desktop
: 1568056003:0;mv ~/Development/thinkempire/appterminal/savedSearch2.txt ~/Desktop
: 1568058741:0;yarn dev
: 1568061098:0;jest backend/test/routes/savedSearchPeople.js
: 1568061372:0;jest --watch backend/test/routes/savedSearchPeople.js
: 1568061434:0;jest backend/test/routes/savedSearchPeople.js
: 1568062099:0;git stash
: 1568062113:0;git add -A
: 1568062128:0;git commit -n -m 'tests fixed''
: 1568062130:0;git commit -n -m 'tests fixed'
: 1568062133:0;git push
: 1568064546:0;git revert 23df9c0
: 1568064562:0;git -m  revert 23df9c0
: 1568064711:0;git revert 23df9c0 -m "reverting the PR"
: 1568064756:0;git st
: 1568064763:0;git log
: 1568064870:0;git revert HEAD
: 1568064953:0;git revert 23df9c0 -m 1
: 1568064988:0;git st
: 1568064990:0;git br
: 1568131175:0;git co staging
: 1568131190:0;git pull origin staging
: 1568131199:0;yarn dev
: 1568131231:0;yarn 
: 1568131242:0;yarn dev
: 1568131257:0;cd frontend
: 1568131265:0;yarn dev
: 1568132075:0;git co dean/build-people-saved-search 
: 1568132738:0;git reset --hard e705573d
: 1568132919:0;yarn dev
: 1568133223:0;git co staging
: 1568133248:0;git co -b dean/fix-merge-conflicts
: 1568133255:0;yarn dev
: 1568137302:0;git add -A
: 1568137320:0;git commit -n -m 'add db table file'
: 1568137324:0;yarn dev
: 1568137889:0;git add -A
: 1568137899:0;git commit -n -m 'models added'
: 1568137906:0;yarn dev
: 1568138352:0;git add -A
: 1568138368:0;git commit -n -m 'routes added'
: 1568138371:0;yarn dev
: 1568138877:0;jest backend/test/routes/savedSearchPeople.js
: 1568138902:0;git add -A
: 1568138915:0;git commit -n -m 'test added
: 1568138916:0;git commit -n -m 'test added'
: 1568138921:0;yarn dev
: 1568140236:0;git add -A
: 1568140249:0;git commit -n -m 'actions and sagas created'
: 1568140252:0;yarn dev
: 1568140625:0;git diff staging dean/build-people-saved-search  -- frontend/src/reducers/messenger.js
: 1568141074:0;yarn dev
: 1568141112:0;git diff staging dean/build-people-saved-search  -- frontend/src/reducers/messenger.js > gitdiff.txt
: 1568141130:0;mv ~/Development/thinkempire/appterminal/gitdiff.txt ~/Desktop
: 1568141202:0;yarn dev
: 1568141511:0;git diff staging dean/fix-merge-conflicts -- frontend/src/reducers/messenger.js
: 1568141533:0;git co dean/fix-merge-conflicts 
: 1568141557:0;yarn dev
: 1568141716:0;git add -A
: 1568141730:0;git commit -n -m 'add reducers'
: 1568142069:0;git add -A
: 1568142085:0;git commit -n -m 'fix HeaderList'
: 1568142699:0;yarn dev
: 1568143937:0;git add -A
: 1568143954:0;git commit -n -m 'fix helpers and listsItems'
: 1568143961:0;yarn dev
: 1568150406:0;git add -A
: 1568150425:0;git commit -n -m 'fix components, sagas, actions'
: 1568150429:0;git push
: 1568150467:0;git merge staging
: 1568150500:0;git push
: 1568151445:0;yarn dev
: 1568151990:0;git co -b dean/fix-adv-search
: 1568152009:0;yarn dev
: 1568213562:0;git co dean/fix-merge-conflicts 
: 1568213626:0;git status
: 1568213636:0;git st
: 1568213647:0;git log
: 1568213693:0;git reset --hard 016a7d2f
: 1568213701:0;yarn dev
: 1568213716:0;cd frontend
: 1568213720:0;yarn dev
: 1568215890:0;git add -A
: 1568215907:0;git commit -n -m 'fix components, sagas, actions'
: 1568215931:0;git co staging
: 1568215934:0;git pull
: 1568215959:0;git co dean/fix-merge-conflicts 
: 1568215962:0;git merge staging
: 1568215988:0;git add -A
: 1568216001:0;git commit -n -m 'merge staging'
: 1568216007:0;git push
: 1568216034:0;git pull origin dean/fix-merge-conflicts 
: 1568216077:0;git merge staging
: 1568216082:0;git push
: 1568216089:0;yarn dev
: 1568216183:0;git co -b dean/write-more-tests
: 1568216230:0;code ~/Development/thinkempire/appterminal/backend
: 1568216452:0;cd ..
: 1568216456:0;yarn dev
: 1568217111:0;jest backend/test/routes/savedSearchPeople.js
: 1568218140:0;yarn dev
: 1568218384:0;jest backend/test/routes/savedSearchPeople.js
: 1568219049:0;yarn dev
: 1568219187:0;jest backend/test/routes/savedSearchPeople.js
: 1568219288:0;yarn dev
: 1568222597:0;jest backend/test/routes/savedSearchPeople.js
: 1568222653:0;yarn dev
: 1568224364:0;jest backend/test/routes/savedSearchPeople.js
: 1568224394:0;git add -A
: 1568224419:0;git commit -n -m 'refactor routes, write more tests'
: 1568224431:0;git co dean/fix-merge-conflicts 
: 1568224447:0;git merge dean/write-more-tests 
: 1568224453:0;git add -A
: 1568224457:0;git commit -n -m 'refactor routes, write more tests'
: 1568224462:0;git push
: 1568224845:0;jest backend/test/routes/savedSearchPeople.js
: 1568224964:0;yarn test
: 1568226462:0;yarn dev
: 1568226526:0;jest backend/test/routes/savedSearchPeople.js
: 1568230055:0;git add -A
: 1568230098:0;git commit -n -m 'add more tests'
: 1568230101:0;git push
: 1568230435:0;yarn dev
: 1568230578:0;jest backend/test/routes/savedSearchPeople.js
: 1568230616:0;yarn dev
: 1568233130:0;git log
: 1568233152:0;git reset --hard 69a597a7
: 1568233190:0;git co staging
: 1568233202:0;git pull
: 1568233222:0;yarn dev
: 1568233697:0;npm run lint-staged
: 1568233720:0;git co -b dean/lint-stage
: 1568233724:0;npm run lint-staged
: 1568233744:0;eslint 
: 1568233768:0;yarn lint-staged
: 1568233802:0;npm run lint-staged
: 1568233806:0;yarn dev
: 1568234170:0;git co staging
: 1568234195:0;git co -b dean/lint-stage
: 1568234205:0;git co dean/lint-stage
: 1568234213:0;git co staging
: 1568234791:0;git st
: 1568234799:0;git stash
: 1568234915:0;git pull
: 1568234953:0;git br
: 1568235033:0;git br | grep -v master staging
: 1568235039:0;git br | grep master staging
: 1568235051:0;git br | grep -v 'master' 'staging'
: 1568235058:0;git br | grep -v 'master'
: 1568235071:0;git br | grep 'master'
: 1568235119:0;git br | grep -v 'master, staging'
: 1568235125:0;git br | grep -v 'master staging'
: 1568235130:0;git br | grep -v 'master'
: 1568235246:0;git br | grep -v 'master' | grep -v 'staging'
: 1568235272:0;git br | grep -v 'master' | grep -v 'staging' | xargs git br -D
: 1568235278:0;git br
: 1568235319:0;git co -b dean/fix-adv-search
: 1568235323:0;yarn dev
: 1568239225:0;git add -A
: 1568239234:0;git commit -n -m 'fix rerender'
: 1568239237:0;git push
: 1568239267:0;git merge staging
: 1568239602:0;jest backend/test/routes/savedSearchPeople.js
: 1568239616:0;git add -A
: 1568239621:0;git commit -n -m 'fix rerender'
: 1568239624:0;git push
: 1568239715:0;yarn dev
: 1568300748:0;cd ..
: 1568300751:0;code .
: 1568300773:0;cd frontend
: 1568300776:0;code .
: 1568300814:0;cd ..
: 1568300819:0;cd backend
: 1568300821:0;yarn dev
: 1568302220:0;git st
: 1568302234:0;git co staging
: 1568302237:0;git pull
: 1568302284:0;git co -b dean/race-to-witch-mountain-adv-search
: 1568302311:0;yarn dev
: 1568312335:0;git add -A
: 1568312351:0;git commit -n -m 'fix adv search'
: 1568312354:0;yarn dev
: 1568323292:0;git add -A
: 1568323334:0;git commit -n -m 'fix shared lists for saved search and people list'
: 1568323345:0;yarn dev
: 1568323470:0;git push
: 1568323477:0;git merge staging
: 1568323777:0;jest backend/test/routes/savedSearchPeople.js
: 1568324349:0;jest backend/test/routes/lists.js
: 1568324398:0;git add -A
: 1568324417:0;git commit -n -m 'add tests'
: 1568324421:0;git push
: 1568324920:0;yarn dev
: 1568324927:0;jest backend/test/routes/lists.js
: 1568324938:0;jest backend/test/routes/savedSearchPeople.js
: 1568326337:0;git co staging
: 1568326342:0;git pull
: 1568326388:0;yarn dev
: 1568386723:0;git pull
: 1568386832:0;cd ..
: 1568386835:0;cd frontend
: 1568386841:0;code .
: 1568386855:0;cd ..
: 1568386858:0;cd backend
: 1568386860:0;yarn dev
: 1568388156:0;git st
: 1568388162:0;git stash
: 1568388263:0;git co -b dean/fix-list-and-ssp--bugs
: 1568388269:0;yarn dev
: 1568388502:0;git add -A
: 1568388564:0;git commit -n -m 'fix edit bug'
: 1568388589:0;yarn dev
: 1568389167:0;git add -A
: 1568389185:0;git commit -n -m 'refactor contacts route'
: 1568389190:0;yarn dev
: 1568389598:0;git st
: 1568389604:0;git stash
: 1568389613:0;yarn dev
: 1568398666:0;git add -A
: 1568398683:0;git commit -n -m 'fix save search bug'
: 1568398729:0;yarn dev
: 1568399742:0;git co staging
: 1568399746:0;git pull
: 1568399772:0;git co dean/fix-list-and-ssp--bugs 
: 1568399776:0;git merge staging
: 1568399796:0;git add -A
: 1568399808:0;git commit -n -m 'merge staging'
: 1568399814:0;yarn dev
: 1568399862:0;git co staging
: 1568399866:0;yarn dev
: 1568399945:0;git pull
: 1568399973:0;git co dean/fix-list-and-ssp--bugs 
: 1568399976:0;git merge staging
: 1568399994:0;git add -A
: 1568399997:0;git commit -n -m 'merge staging'
: 1568400001:0;yarn dev
: 1568402345:0;git add -A
: 1568402398:0;git commit -n -m 'fix ssp rerender'
: 1568402401:0;git push
: 1568403136:0;git add -A
: 1568403140:0;git commit -n -m 'fix ssp rerender'
: 1568403143:0;git push
: 1568403222:0;yarn dev
: 1568404136:0;git stash
: 1568404161:0;yarn dev
: 1568404173:0;git stash
: 1568404179:0;git co staging
: 1568404183:0;git pull
: 1568404204:0;git co dean/fix-list-and-ssp--bugs
: 1568404207:0;git merge staging
: 1568404225:0;git add -A
: 1568404234:0;git commit -n -m 'merge staging'
: 1568404240:0;yarn dev
: 1568404269:0;git add -A
: 1568404281:0;git commit -n -m 'fix header css'
: 1568404285:0;git push
: 1568404604:0;yarn dev
: 1568404718:0;git add -A
: 1568404733:0;git commit -n -m 'delete saga, fix css'
: 1568404736:0;git push
: 1568404876:0;git co staging
: 1568404899:0;git pull
: 1568404904:0;yarn dev
: 1568408957:0;git stash
: 1568408974:0;git co -b dean/fix-ssp-bugs
: 1568409024:0;git stash list
: 1568409108:0;git stash apply
: 1568409125:0;git add -A
: 1568409128:0;git commit -n -m 'delete saga, fix css'
: 1568409138:0;jest backend/test/routes/savedSearchPeople.js
: 1568409227:0;cd ..
: 1568409229:0;code .
: 1568409367:0;yarn 
: 1568409442:0;jest backend/test/routes/savedSearchPeople.js
: 1568409647:0;yarn dev
: 1568409833:0;jest backend/test/routes/savedSearchPeople.js
: 1568410154:0;git add -A
: 1568410163:0;git commit -n -m 'fix tests'
: 1568410166:0;git push
: 1568427187:0;git co staging
: 1568427190:0;git pull
: 1568427204:0;yarn dev
: 1568427212:0;cd frontend
: 1568427215:0;yarn dev
: 1568481405:0;cd frontend
: 1568481410:0;yarn dev
: 1568646043:0;cd Development/thinkempire/appterminal
: 1568646052:0;git pull
: 1568646076:0;code .
: 1568646105:0;yarn dev
: 1568646113:0;cd frontend
: 1568646118:0;yarn dev
: 1568650563:0;cd Development/thinkempire
: 1568650579:0;git clone git@github.com:thinkempirenyc/thinkempire_util.git
: 1568650594:0;cd thinkempire_util/
: 1568650598:0;sublime
: 1568650602:0;sublime .
: 1568654930:0;cd Development/thinkempire
: 1568654936:0;cd thinkempire_util/
: 1568654972:0;cd Scraping\ script
: 1568654975:0;ls
: 1568654994:0;cd NYC_Data/Scripts/42Floors
: 1568655014:0;python3 get_broker.py
: 1568655113:0;python get_broker.py
: 1568655226:0;pip install requests
: 1568655233:0;python get_broker.py
: 1568655246:0;pip install BeautifulSoup
: 1568655252:0;python get_broker.py
: 1568655278:0;pip install bs4
: 1568655283:0;python get_broker.py
: 1568655297:0;pip install fake_useragen
: 1568655313:0;pip install fake_useragent
: 1568655324:0;python get_broker.py
: 1568658569:0;cd Development/thinkempire/thinkempire_util
: 1568658571:0;code .
: 1568658602:0;/Library/Frameworks/Python.framework/Versions/3.6/bin/python3 -m pip install -U pylint --user
: 1568658757:0;/usr/local/bin/python -m pip install -U "pylint<2.0.0" --user
: 1568658942:0;python get_broker.py
: 1568659075:0;python get_broker.py input output
: 1568660257:0;git atatus
: 1568660262:0;git st
: 1568660269:0;git stash
: 1568660276:0;git st
: 1568660295:0;git stash list
: 1568660436:0;python get_broker.py input output.csv
: 1568660600:0;python get_broker.py output.csv
: 1568660974:0;python get_broker.py /tmp
: 1568661149:0;python get_broker.py input /output
: 1568661294:0;cp -v get_broker.py ~/Desktop
: 1568735646:0;cd Development/thinkempire/appterminal
: 1568735652:0;git pull
: 1568735688:0;cd ..
: 1568735722:0;git clone git@github.com:thinkempirenyc/nyc-vacancy-writer.git
: 1568735736:0;cd nyc-vacancy-writer
: 1568735741:0;code .
: 1568735851:0;cd pubsub_tests
: 1568735860:0;yarn init
: 1568735940:0;head -1 $(which bundle)
: 1568736008:0;cd ..
: 1568736027:0;rm -rf pubsub_tests
: 1568736036:0;yarn init
: 1568736090:0;touch index.js
: 1568736112:0;yarn add @google-cloud/pubsub
: 1568736146:0;touch .gitignore
: 1568736258:0;git add -A
: 1568736276:0;git commit -n -m 'set up node'
: 1568739033:0;yarn add @google-cloud/firestore
: 1568739160:0;yarn add config dotenv mysql mysql2 log4js
: 1568739225:0;yarn add jest nodemon -D
: 1568739288:0;yarn add prettier -D
: 1568739336:0;yarn add thinkempirenyc/node-metrics#6e82b90
: 1568739414:0;yarn remove @google-cloud/firestore
: 1568739567:0;yarn
: 1568739667:0;git add -A
: 1568739682:0;git commit -n -m 'initial setup'
: 1568739693:0;git push
: 1568740072:0;yarn add lodash
: 1568740951:0;yarn
: 1568751320:0;git add -A
: 1568751331:0;git commit -n -m 'more setup'
: 1568751338:0;git push
: 1568752880:0;git add -A
: 1568752956:0;git commit -n -m 'even more setup'
: 1568752960:0;git push
: 1568755973:0;cd Development/thinkempire/appterminal
: 1568755982:0;git pull
: 1568755987:0;code .
: 1568755999:0;code empire-appterminal.code-workspace
: 1568756050:0;/usr/local/bin/node scripts/start.js 
: 1568756082:0;yarn
: 1568756143:0;yarn clean
: 1568820170:0;yarn dev
: 1568823166:0;yarn add sequelize
: 1568823198:0;yarn remove mysql2
: 1568829868:0;git add -A
: 1568829891:0;git commit -n -m 'initial sql models created'
: 1568829897:0;git push
: 1568831749:0;git add -A
: 1568831763:0;git commit -n -m 'vacancy listener added'
: 1568831766:0;git push
: 1568832983:0;yarn dev
: 1568833002:0;yarn add request-promise
: 1568833008:0;yarn dev
: 1568833329:0;yarn add mysql2
: 1568833335:0;yarn dev
: 1568834029:0;git add -A
: 1568834060:0;git commit -n -m 'fix index, config and listener'
: 1568834062:0;git push
: 1568834166:0;yarn dev
: 1568834241:0;git stash
: 1568834318:0;git -b co dean/build-42Floor-writer
: 1568834326:0;git co -b dean/build-42Floor-writer
: 1568834354:0;git stash list
: 1568834360:0;git stash apply
: 1568834369:0;yarn dev
: 1568835997:0;git co master
: 1568836009:0;git stash
: 1568836015:0;git pull
: 1568836029:0;git co dean/fix-list-and-ssp--bugs
: 1568836052:0;git co dean/build-42Floor-writer 
: 1568836058:0;git merge master
: 1568836072:0;git co master
: 1568836101:0;git co -b dean/build-agorafy-listener
: 1568836466:0;yarn dev
: 1568836487:0;git add -A
: 1568836502:0;git commit -n -m 'boilerplate other listeners'
: 1568836505:0;git push
: 1568836584:0;git co master
: 1568836586:0;git pull
: 1568840609:0;git add -A
: 1568840616:0;git commit -n -m 'boilerplate agorafy'
: 1568840619:0;git push
: 1568840674:0;git add -A
: 1568840679:0;git commit -n -m 'boilerplate agorafy'
: 1568840681:0;git push
: 1568907557:0;git co -b dean/implement-webworker-threads
: 1568907859:0;git add -A
: 1568907863:0;git commit -n -m 'boilerplate agorafy'
: 1568907865:0;git push
: 1568907906:0;git co master
: 1568907909:0;git pull
: 1568907949:0;git co -b dean/implement-webworker-threads2
: 1568908301:0;git co master
: 1568908303:0;git pull
: 1568917138:0;yarn dev
: 1568917418:0;git stash
: 1568917432:0;git pull
: 1568917467:0;git co dean/boilerplate-new-subcribers
: 1568917475:0;git co -b dean/boilerplate-new-subcribers
: 1568917492:0;git stash list
: 1568917512:0;git stash apply
: 1568917531:0;git add -A
: 1568917547:0;git commit -n -m 'files added'
: 1568918980:0;python3 scrape_agorafy_profile.py
: 1568918995:0;cd Desktop/scrapers
: 1568918997:0;python3 scrape_agorafy_profile.py
: 1568919039:0;pip3 install fake_useragent
: 1568919043:0;python3 scrape_agorafy_profile.py
: 1568919394:0;touch proxylist.txt
: 1568919413:0;python3 scrape_agorafy_profile.py
: 1568919488:0;pip3 install certifi
: 1568928616:0;yarn dev
: 1568992367:0;git add -A
: 1568992372:0;git commit -n -m 'files added'
: 1568992377:0;git co master
: 1568992380:0;git pull
: 1568992394:0;git co dean/boilerplate-new-subcribers
: 1568992402:0;git push
: 1568993024:0;git co -b dean/finish-new-subscribers
: 1568993088:0;git co master
: 1568993121:0;git co dean/finish-new-subscribers 
: 1568993128:0;git merge master
: 1568999788:0;git add -A
: 1568999799:0;git commit -n -m 'boilerplates added'
: 1568999809:0;git push
: 1568999848:0;yarn dev
: 1569003548:0;/usr/local/bin/node --inspect=9239 index.js 
: 1569003559:0;cd /Users/dean/Development/thinkempire/appterminal ; /usr/local/bin/node --inspect=9239 index.js 
: 1569003592:0;cd /Users/dean/Development/thinkempire/appterminal/frontend ; env BROWSER=none /usr/local/bin/node scripts/start.js 
: 1569003613:0;/usr/local/bin/node --inspect=9239 index.js 
: 1569003639:0;npm run dev
: 1569003654:0;yarn
: 1569003665:0;cd frontend
: 1569003669:0;yarn
: 1569003788:0;yarn dev
: 1569003985:0;git pull
: 1569004152:0;git co -b dean/fix-purge-for-development
: 1569004188:0;yarn dev
: 1569004224:0;git add -A
: 1569004237:0;git commit -n -m 'fix purge'
: 1569004241:0;git push
: 1569004307:0;git co staging
: 1569004367:0;git co -b dean/fix-abrians-shitty-code
: 1569004371:0;yarn dev
: 1569005649:0;git stash
: 1569005695:0;git co dean/fix-purge-for-development 
: 1569005704:0;git merge staging
: 1569005747:0;git co staging
: 1569005751:0;git pull
: 1569005761:0;git co dean/fix-purge-for-development 
: 1569005767:0;git merge staging
: 1569005781:0;git push
: 1569005823:0;git status
: 1569005835:0;git stash
: 1569005895:0;git co dean/fix-abrians-shitty-code 
: 1569005900:0;git stash list
: 1569005917:0;git stash apply
: 1569005934:0;git merge staging
: 1569005946:0;yarn dev
: 1569008236:0;git add -A
: 1569008252:0;git commit -n -m 'fix ticker'
: 1569008255:0;git push
: 1569009376:0;yarn dev
: 1569012918:0;git add -A
: 1569012928:0;git commit -n -m 'refactor animation'
: 1569012939:0;git push
: 1569250634:0;git add -A
: 1569250644:0;git commit -n -m 'refactor listener'
: 1569250680:0;git push
: 1569253355:0;git co master
: 1569253359:0;git pull
: 1569260993:0;cd Development/thinkempire
: 1569261013:0;mkdir appCopy
: 1569261018:0;cd appCopy
: 1569261025:0;git clone git@github.com:thinkempirenyc/appterminal.git
: 1569261031:0;ls
: 1569261034:0;cd appterminal
: 1569261040:0;yarn
: 1569261636:0;sudo yarn
: 1569262235:0;cd ..
: 1569262242:0;cd app
: 1569262250:0;cd appterminal
: 1569262260:0;code .
: 1569262268:0;yarn dev
: 1569262278:0;cd frontend
: 1569262282:0;yarn dev
: 1569262582:0;git status
: 1569262638:0;git diff
: 1569262646:0;git add -A
: 1569262654:0;git commit -n -m 'refactor'
: 1569262686:0;git co staging 
: 1569262689:0;git pull
: 1569262704:0;yarn dev
: 1569262741:0;yarn 
: 1569263050:0;cd ..
: 1569263058:0;cd appCopy/appterminal
: 1569263071:0;ls
: 1569263095:0;rm -rf node_modules 
: 1569263107:0;rm -rf yarn.lock
: 1569263115:0;sudo yarn 
: 1569263426:0;git co walee/uneject-cra 
: 1569263434:0;yarn
: 1569263534:0;rm -rf yarn.lock
: 1569263541:0;rm -rf node_modules 
: 1569263549:0;npm install
: 1569263616:0;sudo xcodebuild -license
: 1569263667:0;yarn
: 1569263718:0;rm -rf node_modules 
: 1569263726:0;rm -rf yarn.lock
: 1569263745:0;rm -rf package-lock.json
: 1569263750:0;npm install
: 1569263828:0;sudo xcodebuild -license
: 1569263847:0;npm install
: 1569263882:0;cd frontend
: 1569263888:0;yarn
: 1569263978:0;cd ..
: 1569263984:0;mail d
: 1569264000:0;yarn dev
: 1569264079:0;vim .env
: 1569264108:0;rm -rf .env
: 1569264123:0;vim .env
: 1569264131:0;yarn dev
: 1569264156:0;ls | grep .env
: 1569264161:0;ls -a| grep .env
: 1569264168:0;vim .env
: 1569264185:0;yarn dev
: 1569264242:0;yarn start
: 1569264255:0;yarn dev
: 1569264263:0;ls -la
: 1569264354:0;vim .env
: 1569264370:0;yarn dev
: 1569264389:0;yarn start
: 1569264660:0;git pull
: 1569269963:0;git co -b dean/parse-42-floors-listing
: 1569269975:0;yarn add moment
: 1569270300:0;nvm list
: 1569270335:0;cd ..
: 1569270337:0;cd
: 1569270346:0;brew install nvm
: 1569272940:0;nosw
: 1569272946:0;node
: 1569273241:0;cd
: 1569273258:0;ls -a |grep .zshrc
: 1569273267:0;vim .zshrc
: 1569273333:0;nvm list
: 1569273339:0;vim .zshrc
: 1569273424:0;reload
: 1569273438:0;source ~/.zshrc
: 1569273444:0;nvm list
: 1569273475:0;node --version
: 1569273535:0;nvm install 12.10.0
: 1569273557:0;nvm install 10.16.0
: 1569273570:0;nvm list
: 1569340167:0;node src/scripts/42FloorsBrokers.js
: 1569341910:0;nvm list
: 1569342008:0;nvm use 12.10
: 1569342013:0;node src/scripts/42FloorsBrokers.js
: 1569342224:0;nvm list
: 1569342233:0;nvm use 10.16
: 1569342245:0;node src/scripts/42FloorsBrokers.js
: 1569342292:0;nvm set alias default 10.16.0
: 1569342303:0;nvm alias default 10.16.0
: 1569342342:0;nvm uninstall 6.11.2
: 1569342478:0;node src/scripts/42FloorsBrokers.js
: 1569342701:0;git pull master
: 1569342710:0;git add -A
: 1569342724:0;git commit -n -m 'build'
: 1569342741:0;git co master
: 1569342751:0;git pull
: 1569342777:0;git co dean/parse-42-floors-listing 
: 1569342789:0;git merge staging
: 1569342793:0;git merge master
: 1569342834:0;git commit -n -m 'merge master'
: 1569342849:0;git add -A
: 1569342851:0;git commit -n -m 'merge master'
: 1569348342:0;node src/scripts/42FloorsBrokers.js
: 1569353769:0;git add -A
: 1569353782:0;git commit -n -m 'vacancy'
: 1569353784:0;git push
: 1569353927:0;git co master
: 1569353930:0;git pull
: 1569353973:0;git add -A
: 1569353984:0;git commit -n -m 'model add'
: 1569353986:0;git push
: 1569354332:0;git co -b dean/fix-vacancy-model
: 1569354336:0;git add -A
: 1569354343:0;git commit -n -m 'import'
: 1569354347:0;git push
